username,sentiment_score,dominant_sentiment
jaimetoutcheztoi,51.45,Neutral 😐
kani_o3o,50.0,Neutral 😐
kalistaelaine,48.67,Neutral 😐
leahsplate,49.95,Neutral 😐
laurenpopey,49.84,Neutral 😐
imjordanjoseph,50.37,Neutral 😐
keeevsch,49.44,Neutral 😐
helenespilling,50.23,Neutral 😐
ig_bmw,50.02,Neutral 😐
joellopez_iwish,50.0,Neutral 😐
jessicaclairevillars,49.83,Neutral 😐
josephharwood,50.67,Neutral 😐
houseofdelish,49.86,Neutral 😐
karenutri,0.0,Neutral 😐
jaycigoldsmith,50.0,Neutral 😐
jennymwalton,50.98,Neutral 😐
juliahonen,49.7,Neutral 😐
lepetitchefsb,48.58,Neutral 😐
foodieproblemz,50.23,Neutral 😐
kcraig923,50.3,Neutral 😐
hundredblog,49.86,Neutral 😐
johnthebaptistla,50.16,Neutral 😐
levepaalandet,52.13,Neutral 😐
florennce99,51.05,Neutral 😐
i_staybizzy,50.0,Neutral 😐
hermessv,50.25,Neutral 😐
jessblackmun,50.44,Neutral 😐
jasminepour,0.0,Neutral 😐
kimberlywyatt,51.05,Neutral 😐
letys_embroidery_n_events,55.56,Neutral 😐
king_georgie_the_boxer,50.51,Neutral 😐
jadebeerman,50.3,Neutral 😐
larypoppins,49.39,Neutral 😐
ksmmakeup,49.74,Neutral 😐
juan_c_castillo,50.0,Neutral 😐
holacuore,49.79,Neutral 😐
izzymariehill,50.15,Neutral 😐
iluvsarahii,49.94,Neutral 😐
irinavoronina,50.54,Neutral 😐
glennparryphoto,50.48,Neutral 😐
if_you_beauty_store,50.0,Neutral 😐
innerhoferchristof,49.88,Neutral 😐
justauniform,50.09,Neutral 😐
lauralalomia,50.79,Neutral 😐
holaleon,51.47,Neutral 😐
jorinna,49.49,Neutral 😐
floordelver,51.48,Neutral 😐
kaitlin.weiers,50.05,Neutral 😐
itashama,50.54,Neutral 😐
killgwen,51.39,Neutral 😐
inesdls,50.46,Neutral 😐
iamgadriana,49.78,Neutral 😐
itsarifitz,49.43,Neutral 😐
juliannaoropesa,46.67,Neutral 😐
jacopobruno,51.28,Neutral 😐
iamkrissykreationz,50.0,Neutral 😐
juliecorletto_,50.0,Neutral 😐
jonatanmelles,49.82,Neutral 😐
jdaltoncroft,50.0,Neutral 😐
katelynmryan,49.4,Neutral 😐
lauraclery,49.36,Neutral 😐
hugomacqueenie,50.18,Neutral 😐
kek_keish,51.39,Neutral 😐
lalamilan,49.31,Neutral 😐
_jadelark,50.16,Neutral 😐
h_mersedeh,48.59,Neutral 😐
theparenttrail,50.11,Neutral 😐
kbinfinite,49.95,Neutral 😐
james_stew,49.25,Neutral 😐
iqos.trend,47.3,Neutral 😐
labelcurv,50.92,Neutral 😐
homedujour,50.0,Neutral 😐
itspamdel,49.78,Neutral 😐
kidfriendlydc,50.0,Neutral 😐
housecurious,49.5,Neutral 😐
koshiki_tanaka,49.25,Neutral 😐
julianraddo,51.01,Neutral 😐
krischerie,49.62,Neutral 😐
karolg,50.06,Neutral 😐
julietanaircalvo,50.21,Neutral 😐
lifewithusperkins,49.73,Neutral 😐
klebiodamas,49.61,Neutral 😐
hungry.blonde,49.94,Neutral 😐
inbliss01,50.95,Neutral 😐
jdmccrary,50.21,Neutral 😐
hungry_anja,49.68,Neutral 😐
foodandthoughtsblog,50.79,Neutral 😐
jen_inspiringsavings,50.48,Neutral 😐
jessica.lelia,50.13,Neutral 😐
iannmarg,51.4,Neutral 😐
gabifuller,47.89,Neutral 😐
goesgreatwithboutique,0.0,Neutral 😐
keithteboy_,50.0,Neutral 😐
herz_2_herz,50.0,Neutral 😐
kellyhesun,49.85,Neutral 😐
kaylajmurray,49.66,Neutral 😐
jasminelyxx,51.54,Neutral 😐
ladyofthemanor77,49.61,Neutral 😐
kylieek_jenner,49.92,Neutral 😐
heythere_melissa,50.0,Neutral 😐
its.lailah,49.1,Neutral 😐
lifelutzurious,50.06,Neutral 😐
jaclaurita,50.5,Neutral 😐
laurenwirkus,49.84,Neutral 😐
i_foreign,49.86,Neutral 😐
kingdobson,50.0,Neutral 😐
jakefiles,100.0,Positive 😄
kristiridley,50.09,Neutral 😐
lbcpartyof5,50.0,Neutral 😐
katrinaporterdesigns,49.17,Neutral 😐
graceychill,50.0,Neutral 😐
ericaeverafter,50.98,Neutral 😐
jalhammadi__,52.0,Neutral 😐
killaxkels,51.83,Neutral 😐
jasonscaceres,49.78,Neutral 😐
lexipjohnson,50.06,Neutral 😐
imported_chocolate,49.87,Neutral 😐
heidipetite,49.8,Neutral 😐
lifeof.lex,49.66,Neutral 😐
katemorgan,0.0,Neutral 😐
helenskelton,49.78,Neutral 😐
kiramiro,50.29,Neutral 😐
laura_alien_princess,50.08,Neutral 😐
laurencfitzgerald,49.78,Neutral 😐
heidaskula,0.0,Neutral 😐
le_sommaire_,48.97,Neutral 😐
iamjbreton,50.11,Neutral 😐
julie_neyret,50.21,Neutral 😐
jessicabwoodhouse,50.0,Neutral 😐
itsahero,50.3,Neutral 😐
ellenbuui,50.31,Neutral 😐
lauragilinsky,49.11,Neutral 😐
faithtrustpeixotodust,49.82,Neutral 😐
kingkeraun,49.72,Neutral 😐
lauren_ehill,50.0,Neutral 😐
johnwmacdonald,50.38,Neutral 😐
homemadeandyummy,50.37,Neutral 😐
lefterisva,49.86,Neutral 😐
katieniemiec,49.98,Neutral 😐
justb.__,51.92,Neutral 😐
idahertiin,0.0,Neutral 😐
hm_artistry,50.42,Neutral 😐
incaseyouredown,49.68,Neutral 😐
indie.loves.ruby,50.27,Neutral 😐
lamessican,49.07,Neutral 😐
lenadailyblog,49.87,Neutral 😐
julienfabro,49.7,Neutral 😐
isabellepederse,50.91,Neutral 😐
fifimagee,0.0,Neutral 😐
prinzessin_jasmin,49.55,Neutral 😐
levoltage,50.0,Neutral 😐
lafeeffaa_,50.0,Neutral 😐
hungryhungry,48.73,Neutral 😐
lilandlife,49.33,Neutral 😐
julia_larsson,48.85,Neutral 😐
inspiredbylaura_,52.3,Neutral 😐
iowadairyboys,50.0,Neutral 😐
jasonmarasa,50.0,Neutral 😐
just1n5chau,50.0,Neutral 😐
intercontinentalclaire,52.27,Neutral 😐
jularsdiary,49.48,Neutral 😐
lawlielawlie,49.55,Neutral 😐
j.diegoph,49.65,Neutral 😐
iwannawinrd_,0.0,Neutral 😐
inspiring_wanderers,50.05,Neutral 😐
flfostermom,57.14,Neutral 😐
life.with.koa,49.68,Neutral 😐
kaylavblogs,49.74,Neutral 😐
karolina_sveikauskaite,0.0,Neutral 😐
lapdogcreations,49.11,Neutral 😐
helloleahellen,48.11,Neutral 😐
jessicajohnson93,42.86,Neutral 😐
klara.blahova,50.0,Neutral 😐
franniballecter,0.0,Neutral 😐
jenkhawkins,50.06,Neutral 😐
jaclynrjohnson,50.12,Neutral 😐
libertylndngirl,49.63,Neutral 😐
ilovemissmulatto,41.67,Neutral 😐
healthywaysfordays,49.81,Neutral 😐
ken_tom_miranda,0.0,Neutral 😐
lexrucker,50.05,Neutral 😐
kelseyfinniscool,46.77,Neutral 😐
jbirdruns,49.66,Neutral 😐
jabv02,50.0,Neutral 😐
hubcitydesignlbk,50.0,Neutral 😐
empressdshenna,50.0,Neutral 😐
khleothomas,50.3,Neutral 😐
lara_pignotti,50.64,Neutral 😐
jseverydayfashion,49.97,Neutral 😐
kylie.shoot,49.44,Neutral 😐
jamieetsaii,50.51,Neutral 😐
justanotherinstagal,50.05,Neutral 😐
hookedontilly,48.98,Neutral 😐
ladyheaton,51.52,Neutral 😐
iamdanawilliams,47.76,Neutral 😐
dood.named.henry,51.19,Neutral 😐
jadebillington,50.38,Neutral 😐
lets93,50.0,Neutral 😐
javajohnz,49.43,Neutral 😐
theebeautyconsultant,50.0,Neutral 😐
lala.bingo,54.55,Neutral 😐
girlswhofeast,51.09,Neutral 😐
karenheffren,49.11,Neutral 😐
jutedescomakeup,50.25,Neutral 😐
elpichirilo,52.22,Neutral 😐
kyliecallander,50.03,Neutral 😐
jlo,50.59,Neutral 😐
heartjojo,50.76,Neutral 😐
leezyoconnor,50.75,Neutral 😐
jespressobean,50.0,Neutral 😐
_juliagoodwin,50.0,Neutral 😐
karinjinsui,50.09,Neutral 😐
eddiefortuna,48.12,Neutral 😐
happystellalunapups,48.88,Neutral 😐
lamiyaslimani,52.81,Neutral 😐
lifeofpippa,50.73,Neutral 😐
fluffileinalice,50.0,Neutral 😐
leni_stewart,50.15,Neutral 😐
kitchenconcoctions,50.33,Neutral 😐
kjapa,49.1,Neutral 😐
madisonlindsay,48.23,Neutral 😐
jeiannsj,47.62,Neutral 😐
iampandar,53.7,Neutral 😐
jessica_amorn,49.28,Neutral 😐
kimcpavao,49.93,Neutral 😐
laceytorrealba,49.29,Neutral 😐
joeytortuga,49.47,Neutral 😐
kevindroniak,49.54,Neutral 😐
ileniasugar,50.0,Neutral 😐
iolandacorio,49.94,Neutral 😐
lappieadventures,53.45,Neutral 😐
ieatsf,49.23,Neutral 😐
jillgallien,49.29,Neutral 😐
jewell5022,52.86,Neutral 😐
laurenraglin,49.14,Neutral 😐
lacucinadiema,48.66,Neutral 😐
iulia.agnew,50.52,Neutral 😐
itslaravalentini,49.73,Neutral 😐
laurengiraldo,49.96,Neutral 😐
imzakd,50.0,Neutral 😐
instaphotigy,50.0,Neutral 😐
justbornforbaby,49.32,Neutral 😐
_lady.ruby_,47.06,Neutral 😐
iamaaronrogers,50.0,Neutral 😐
instaacass_,45.83,Neutral 😐
kellishome,49.3,Neutral 😐
iamlivrose,50.43,Neutral 😐
kenziekeenan_,52.05,Neutral 😐
enisa.bukvic,48.83,Neutral 😐
largerfamilylife,46.3,Neutral 😐
jselkes,50.0,Neutral 😐
ladywerneck,48.2,Neutral 😐
jandamontenegro,50.0,Neutral 😐
_honestlythough,49.77,Neutral 😐
kristinahunter_,50.08,Neutral 😐
lief_klein_wonder,47.06,Neutral 😐
kleangrooming,48.47,Neutral 😐
instaa.corgi,60.0,Neutral 😐
kathi_bme,50.13,Neutral 😐
kourtnileigh,49.57,Neutral 😐
hannahkhymych,50.4,Neutral 😐
hippies_dreads__world,41.67,Neutral 😐
julievonlyck,49.7,Neutral 😐
jillian.darville.art,54.17,Neutral 😐
jquaylg,50.0,Neutral 😐
helloivyandeve,50.0,Neutral 😐
jeffcotto,50.0,Neutral 😐
laurawgodfrey,49.93,Neutral 😐
kristen.fitzpatrick,50.47,Neutral 😐
kiragirard,49.94,Neutral 😐
eglegestautaite,50.0,Neutral 😐
jamesmccoytaylor,51.26,Neutral 😐
_ladycamilla_,50.43,Neutral 😐
kels.elysse,46.74,Neutral 😐
hjgflanagan,49.76,Neutral 😐
leticia.veras,52.0,Neutral 😐
isadeejansen,50.49,Neutral 😐
jjtho,47.3,Neutral 😐
larissa_gamba,51.21,Neutral 😐
justincblomgren,49.31,Neutral 😐
dushanmilenkovich,47.62,Neutral 😐
ibizabohogirl,49.82,Neutral 😐
euingridroberta,49.66,Neutral 😐
jennycole1988,48.96,Neutral 😐
juliamachuga,50.0,Neutral 😐
justin_mw,49.79,Neutral 😐
karlos.bcn,50.93,Neutral 😐
issam.tn,48.41,Neutral 😐
kaekelly,50.0,Neutral 😐
kyle.caraher,47.5,Neutral 😐
life_of_saffron,50.54,Neutral 😐
karora007,49.2,Neutral 😐
juliaafroberg,50.38,Neutral 😐
jsmd7,0.0,Neutral 😐
ensmorgana,46.43,Neutral 😐
koalarabioso,52.5,Neutral 😐
kjofficiall,50.0,Neutral 😐
kahallasaurus,50.45,Neutral 😐
idreamofhomemaking,50.31,Neutral 😐
insta_crone,55.0,Neutral 😐
ingridelidaw,48.28,Neutral 😐
iheartmakeupart,49.61,Neutral 😐
isaacxford,54.17,Neutral 😐
johnsgrice,49.36,Neutral 😐
ilbulgaro89,0.0,Neutral 😐
katieamerrick,50.11,Neutral 😐
itsmekassidee,49.55,Neutral 😐
dont___miss_the_shot__,49.31,Neutral 😐
fillo_91,50.06,Neutral 😐
janvaneldere,50.74,Neutral 😐
greenwich_luci,47.73,Neutral 😐
fashionmumof40,50.0,Neutral 😐
juju.312,52.38,Neutral 😐
katiawik,50.0,Neutral 😐
iamjessicabruno,49.52,Neutral 😐
kicksdeals,50.05,Neutral 😐
laurenrosegoodger,50.03,Neutral 😐
lifestyleinfocus,50.07,Neutral 😐
i_caring,50.32,Neutral 😐
laetisleroi,49.55,Neutral 😐
lequazionedeilibri,50.93,Neutral 😐
hercampusbryant,0.0,Neutral 😐
jenner_army_,50.43,Neutral 😐
kristen_pry,51.0,Neutral 😐
gcastillo13,50.0,Neutral 😐
hoover,53.33,Neutral 😐
kristyntomlinson,50.35,Neutral 😐
laura_thomsen,47.62,Neutral 😐
justellabella,51.35,Neutral 😐
kaylajeeaann,49.47,Neutral 😐
iamlealou,50.0,Neutral 😐
juliasteyns,50.44,Neutral 😐
laurendaccache,50.0,Neutral 😐
lamoraromagnola,51.47,Neutral 😐
kip_patterson,49.19,Neutral 😐
itsjackieloko,48.97,Neutral 😐
leggereinsilenzio,49.51,Neutral 😐
jeaton22,50.0,Neutral 😐
iloveklove,49.6,Neutral 😐
kaestlecastle,49.51,Neutral 😐
jennacomunale,48.0,Neutral 😐
jpus_palestine,0.0,Neutral 😐
lifewithteddy,48.74,Neutral 😐
lasenza,50.17,Neutral 😐
josysramos,49.62,Neutral 😐
fryuppolice,51.22,Neutral 😐
dreiraumhaus,50.0,Neutral 😐
kalynnkoury,50.62,Neutral 😐
joannvdherik,50.19,Neutral 😐
house_of_lu,50.21,Neutral 😐
kirstyjarvie,49.1,Neutral 😐
justghorbh,0.0,Neutral 😐
ksopko,50.24,Neutral 😐
i_stolethemoon,49.35,Neutral 😐
itskarianne,50.0,Neutral 😐
james10mua,48.04,Neutral 😐
js_sport_fitness,0.0,Neutral 😐
jessica.gismondi,49.89,Neutral 😐
leena_anna_m_,50.35,Neutral 😐
honeyblondegigi,49.72,Neutral 😐
fisty022,49.25,Neutral 😐
drbelindathevet,50.0,Neutral 😐
les_ottomans,53.33,Neutral 😐
jessi_redmond,50.09,Neutral 😐
julya66,48.73,Neutral 😐
indiajenee,53.12,Neutral 😐
laurarobinson__,50.0,Neutral 😐
leeinthekitchen,50.26,Neutral 😐
jonny_pearce,49.57,Neutral 😐
leilalindholm,51.22,Neutral 😐
jacquiealexander,49.77,Neutral 😐
iliesse_west,49.45,Neutral 😐
la6ifa_ahli,50.0,Neutral 😐
isabelleracicot,50.0,Neutral 😐
kevin.clayette,47.37,Neutral 😐
justcrumbs,49.58,Neutral 😐
jermcohen,49.95,Neutral 😐
julialundinblog,50.15,Neutral 😐
laurenxo612,49.93,Neutral 😐
kaysalbeautyxo,49.93,Neutral 😐
katrinastuartofficial,50.13,Neutral 😐
larswyder,50.36,Neutral 😐
jennifer,50.09,Neutral 😐
likemymomandshit,52.27,Neutral 😐
giovannafreirealmeida,53.33,Neutral 😐
henna_amira_sg,0.0,Neutral 😐
lighttravelsfaster,50.19,Neutral 😐
_leebennett,51.49,Neutral 😐
illeatdat,50.0,Neutral 😐
hegebokko,49.23,Neutral 😐
jazzmynejay,49.73,Neutral 😐
ilfiordicappero,50.94,Neutral 😐
imagesyouwontseeontv,50.0,Neutral 😐
jessicalbarcelona,50.74,Neutral 😐
kelseyclosin,50.0,Neutral 😐
jessieonair,44.83,Neutral 😐
jannitasophie,50.0,Neutral 😐
joya_jackson,50.27,Neutral 😐
kathrynkloss,50.77,Neutral 😐
kellydelacreme,50.0,Neutral 😐
lecturer.anh,49.15,Neutral 😐
klaraenanderr,49.57,Neutral 😐
katecanbefit,61.11,Positive 😄
kariss182,50.76,Neutral 😐
lifeofluceeee,49.61,Neutral 😐
hiphopweeklymagazine,49.58,Neutral 😐
kala.jamoon,51.32,Neutral 😐
kangthropologie,49.88,Neutral 😐
errincasa,49.93,Neutral 😐
jadelaurice,50.0,Neutral 😐
joyoushealth,50.99,Neutral 😐
justgohwithit,49.36,Neutral 😐
ivangomezoficial,45.45,Neutral 😐
lauriebostwick,48.91,Neutral 😐
jamialix,49.73,Neutral 😐
lena_cali,50.15,Neutral 😐
hiimtwit,50.0,Neutral 😐
keto_texas_mom,50.0,Neutral 😐
itsandiebartol,49.44,Neutral 😐
idisastridikamy,50.52,Neutral 😐
itsreallyken,50.61,Neutral 😐
labauhinia,50.31,Neutral 😐
houselust,49.75,Neutral 😐
knowyourproduce,50.11,Neutral 😐
ju.st.style,50.08,Neutral 😐
ldnfashion,50.0,Neutral 😐
joannalohman15,49.44,Neutral 😐
kaseyy_elizabeth_,50.76,Neutral 😐
jessikapetten,50.26,Neutral 😐
kiarunia,50.77,Neutral 😐
laurenfcollins,50.55,Neutral 😐
koichaaaaaaam,47.37,Neutral 😐
huyenniethepooh,49.83,Neutral 😐
gregorydava,50.22,Neutral 😐
gabriellecassi,53.85,Neutral 😐
jakijellz,52.27,Neutral 😐
fifteenminfame,50.36,Neutral 😐
irisenthoven,50.86,Neutral 😐
iamzeng_,50.16,Neutral 😐
kennabbby,49.93,Neutral 😐
karalovescoco,50.12,Neutral 😐
jennymitreva,50.0,Neutral 😐
itsmarisa_kay,50.0,Neutral 😐
itsjaysonchang,49.14,Neutral 😐
kelseymerritt,50.2,Neutral 😐
iszydoesit,49.57,Neutral 😐
itsmehaleymarie,49.76,Neutral 😐
life_mirroring,49.86,Neutral 😐
inverse_media,52.22,Neutral 😐
foodies_of_bhubaneswar,46.43,Neutral 😐
karrigan.taylor,50.4,Neutral 😐
justinevlach,50.0,Neutral 😐
kirkknight,48.15,Neutral 😐
joseph_aliberti,45.0,Neutral 😐
juliaranel,49.1,Neutral 😐
lastingredient,49.71,Neutral 😐
kealiamae,50.21,Neutral 😐
lauren__burke,50.34,Neutral 😐
kendallb511,0.0,Neutral 😐
jamies_jungle,51.05,Neutral 😐
ligiauriarte,50.34,Neutral 😐
ginaj965,46.43,Neutral 😐
helenacuesta,50.26,Neutral 😐
likesofablonde,50.1,Neutral 😐
jennybdoll,48.7,Neutral 😐
laurentoyota,49.46,Neutral 😐
ispywithmylittleskye,49.58,Neutral 😐
niinabellina,51.58,Neutral 😐
emmaamies,49.49,Neutral 😐
kirehajba,48.92,Neutral 😐
laurellan4,51.92,Neutral 😐
gaiabarlocco,48.6,Neutral 😐
jesselozano,51.41,Neutral 😐
hjsouthwood,50.72,Neutral 😐
katyasinka,48.65,Neutral 😐
halfapx,50.19,Neutral 😐
douniaerts,49.74,Neutral 😐
julia_taylor,49.14,Neutral 😐
jgoodedesigns,48.34,Neutral 😐
jaquelinesantosblog,49.48,Neutral 😐
lauramariehow,0.0,Neutral 😐
jonnalepp,50.0,Neutral 😐
gonzalorodvi,47.83,Neutral 😐
itslinamar,50.2,Neutral 😐
lavishlifeinc,53.85,Neutral 😐
jbyjilly,50.1,Neutral 😐
jelenaaic,50.24,Neutral 😐
karlysmiles,50.78,Neutral 😐
ismeekok,51.53,Neutral 😐
itslashai,49.34,Neutral 😐
jeep_rampage,0.0,Neutral 😐
ekario_official,50.32,Neutral 😐
_lilliaana_,50.2,Neutral 😐
jamariaoliviaj,49.89,Neutral 😐
kendy.du,50.17,Neutral 😐
jointwine,57.14,Neutral 😐
freshlengths,49.91,Neutral 😐
itsloemusic,50.0,Neutral 😐
johnreblackie,48.7,Neutral 😐
jordanrisa,49.68,Neutral 😐
ijulianmatthew,50.27,Neutral 😐
jaerichards,51.78,Neutral 😐
innatedivinity,57.14,Neutral 😐
jennarosenstein,50.25,Neutral 😐
jessicajopool,49.76,Neutral 😐
gorgeouscandy,50.2,Neutral 😐
jessica_vanheerden,49.92,Neutral 😐
kissmysthrnsass,48.43,Neutral 😐
leafranchesca,50.81,Neutral 😐
kelseekaye,50.05,Neutral 😐
itsmedmcee,50.67,Neutral 😐
lamamacitablog,50.19,Neutral 😐
kate_lo,51.15,Neutral 😐
ireneccloset,50.3,Neutral 😐
itsjustfatimah,50.84,Neutral 😐
inspiredbyneema,55.0,Neutral 😐
golf_com,51.25,Neutral 😐
hotted89,49.25,Neutral 😐
itartevlogs,50.43,Neutral 😐
keakuehnel,50.75,Neutral 😐
irmiali,50.0,Neutral 😐
jose.d.rangel,49.84,Neutral 😐
justfaffingaround,50.64,Neutral 😐
josephinestern,50.0,Neutral 😐
earbudspodcastcollective,53.33,Neutral 😐
leeannelocken,49.72,Neutral 😐
jinnacabrera,49.13,Neutral 😐
la_connie_,48.31,Neutral 😐
jugglingactmama,49.3,Neutral 😐
justebti,48.06,Neutral 😐
hellorefuge,49.8,Neutral 😐
larsenthompson,49.77,Neutral 😐
kenyahrucker,0.0,Neutral 😐
john_and_tammy,51.79,Neutral 😐
hungrytravelingmama,50.44,Neutral 😐
lewis_ivanhoe,50.0,Neutral 😐
laurahermsen_,51.3,Neutral 😐
grownish,49.41,Neutral 😐
jugglinjosh,49.8,Neutral 😐
laura_bruj,50.54,Neutral 😐
k_e_y_s_e_r,46.88,Neutral 😐
kim_ahlf,50.04,Neutral 😐
valleygirl_acadienne,47.73,Neutral 😐
heartofplastic,50.06,Neutral 😐
joshuacreekfurniture,50.0,Neutral 😐
ellajaatinen,50.0,Neutral 😐
iamsandycoffee,50.47,Neutral 😐
kyleecampbell,49.65,Neutral 😐
italiasergiacomi,49.34,Neutral 😐
hellorasmus,49.14,Neutral 😐
keith_pears,50.0,Neutral 😐
heycnyn,50.0,Neutral 😐
jordantupak2,50.08,Neutral 😐
lamalicelyon,50.0,Neutral 😐
healthy_sav_atl,50.6,Neutral 😐
kylelopez,47.06,Neutral 😐
jimmyschleisman,48.92,Neutral 😐
isthmusmadison,50.23,Neutral 😐
jpqueralto,50.34,Neutral 😐
itsobvtyler,46.15,Neutral 😐
kellybensimon,49.42,Neutral 😐
johnjamun,50.14,Neutral 😐
iamjessibey,0.0,Neutral 😐
kamila_smaili,49.89,Neutral 😐
giannaferazi,50.4,Neutral 😐
kevinraphael21,51.65,Neutral 😐
gingergirlsays,50.42,Neutral 😐
gessiimicalizzi,50.18,Neutral 😐
ela_leptiric,50.9,Neutral 😐
lifepartii,51.85,Neutral 😐
gingersnapbeth,50.01,Neutral 😐
jamiesitaliancy,0.0,Neutral 😐
letmeeatcake,52.64,Neutral 😐
laurenlewiss_,49.82,Neutral 😐
lelalondon,48.91,Neutral 😐
katiebayes,50.0,Neutral 😐
lalibridinosa,51.46,Neutral 😐
knoxthedox,50.54,Neutral 😐
holly__sheeran,50.51,Neutral 😐
hannahruthsison,50.19,Neutral 😐
huesodarena,48.98,Neutral 😐
johnsonnle,50.52,Neutral 😐
hertastylife,50.53,Neutral 😐
em_cullum,50.0,Neutral 😐
emilyreviews,52.78,Neutral 😐
kingdrewharris,50.0,Neutral 😐
kelsey_ellis_fit,50.0,Neutral 😐
hennadilse,50.0,Neutral 😐
krumble,49.8,Neutral 😐
katrineregnbue,48.77,Neutral 😐
lalawanders,49.33,Neutral 😐
kittin23,49.6,Neutral 😐
craftychica,50.03,Neutral 😐
kevinwakeupcall,49.2,Neutral 😐
kristennicoleyoung,49.84,Neutral 😐
graciecarroll,49.84,Neutral 😐
helitiiamaria,50.56,Neutral 😐
lerchefugl,50.78,Neutral 😐
leroneheatherington,49.48,Neutral 😐
jenniferrizzodesigncompany,50.49,Neutral 😐
juliesletten,48.65,Neutral 😐
iloveshalah,51.14,Neutral 😐
jhonatanlopz,100.0,Positive 😄
keepcalmandgoogleit,50.0,Neutral 😐
europeanmommyof2,50.08,Neutral 😐
i.transform,0.0,Neutral 😐
karine.mademehappy,50.37,Neutral 😐
jasperthegoldenboy,51.49,Neutral 😐
goico,50.58,Neutral 😐
jppaige,50.29,Neutral 😐
eats.and.the.city,49.68,Neutral 😐
hilijeen_mua,50.26,Neutral 😐
kourtneydee,50.0,Neutral 😐
imageamaze_photography,48.94,Neutral 😐
laurainraw,52.6,Neutral 😐
houseofhawthornes,51.52,Neutral 😐
luisguerrafit,52.27,Neutral 😐
globetrotter_kt,51.58,Neutral 😐
hnnh.gram,50.05,Neutral 😐
homeofstars,49.53,Neutral 😐
leilajanah,49.25,Neutral 😐
leesupercharged,50.46,Neutral 😐
getpost.online,0.0,Neutral 😐
iamsapra,49.56,Neutral 😐
kristitrimmer,48.31,Neutral 😐
jessjardim,50.0,Neutral 😐
katya_kulyaba,50.56,Neutral 😐
yuuriinu,48.44,Neutral 😐
ilgolosomangiarsano,50.89,Neutral 😐
jillianmurrayofficial,50.34,Neutral 😐
i.love.cake,49.58,Neutral 😐
kurtbusch,50.29,Neutral 😐
jules_trt,50.0,Neutral 😐
laura_bdn91,49.85,Neutral 😐
_ellifrench,51.92,Neutral 😐
joicymuniz,49.42,Neutral 😐
lalovemimi,49.62,Neutral 😐
inyourfacefx,48.8,Neutral 😐
emroseedavies,50.36,Neutral 😐
julennimora_,52.5,Neutral 😐
kateboake,50.14,Neutral 😐
joegoff,50.0,Neutral 😐
keto_in_pearls,50.58,Neutral 😐
katyearley,48.45,Neutral 😐
hgm_tv,47.83,Neutral 😐
mingforking,49.95,Neutral 😐
laurfml,49.39,Neutral 😐
gioserrano,50.14,Neutral 😐
ispirando,48.08,Neutral 😐
hispanickitchen,50.0,Neutral 😐
jadeseba,50.07,Neutral 😐
konekocosplays,49.59,Neutral 😐
globetrottinggrommets,50.01,Neutral 😐
isabella_gray,50.21,Neutral 😐
klaudiachrol,49.46,Neutral 😐
hellolaurenm,50.1,Neutral 😐
kyssmajor,50.0,Neutral 😐
lauren_notconrad,49.21,Neutral 😐
kimmieand.co,49.04,Neutral 😐
jennifer.von.da.lutz,50.02,Neutral 😐
katrinbltzk,49.75,Neutral 😐
idaa76,50.29,Neutral 😐
hasan_ylz,50.12,Neutral 😐
katietherealgirl,49.31,Neutral 😐
isthateddie_,50.59,Neutral 😐
flywithstella,49.88,Neutral 😐
katy_ironman,49.28,Neutral 😐
iamgengm,50.49,Neutral 😐
kevlevitate,50.0,Neutral 😐
eatingwith_em,50.15,Neutral 😐
jedan711,50.2,Neutral 😐
larissaemily,49.47,Neutral 😐
justatravelingmermaid,50.0,Neutral 😐
isma.diaries,49.79,Neutral 😐
keisukeasano_,50.5,Neutral 😐
laceykaelani,49.34,Neutral 😐
hyowoony,51.08,Neutral 😐
lifeofdad,48.59,Neutral 😐
iyamlindsay,50.15,Neutral 😐
iamalexxkyler,50.01,Neutral 😐
jaybraun,50.05,Neutral 😐
lettoaquattropiazze,49.22,Neutral 😐
foodwithfrances,49.6,Neutral 😐
kalejunkie,50.13,Neutral 😐
iamraewilson,49.84,Neutral 😐
fashionablyjadeashley,49.97,Neutral 😐
katiej.10,50.0,Neutral 😐
inthesaltbox,48.57,Neutral 😐
doseoftampa,49.18,Neutral 😐
hikeupyourskirt,50.98,Neutral 😐
joel.dufresne,50.0,Neutral 😐
katieteutphoto,49.73,Neutral 😐
keanaskurla,46.43,Neutral 😐
jelly_1108,52.94,Neutral 😐
lentyfrans,50.31,Neutral 😐
kateupton,49.89,Neutral 😐
keepnupwitholly,50.0,Neutral 😐
lauriebstyle,48.86,Neutral 😐
emilia.louise,51.5,Neutral 😐
josiahcheatham,49.71,Neutral 😐
fitbakeryit,49.79,Neutral 😐
instahangaf,50.0,Neutral 😐
jvn,50.7,Neutral 😐
kazungu_kaboss,100.0,Positive 😄
karametta,49.69,Neutral 😐
joe_goldberg,50.89,Neutral 😐
katrinakbowden,50.0,Neutral 😐
homevestures,50.0,Neutral 😐
kinghercules,50.57,Neutral 😐
josepha.edman,62.5,Positive 😄
lifeinstylewithsarah,50.49,Neutral 😐
janelparrish,49.06,Neutral 😐
hercampusfsu,50.0,Neutral 😐
lasvegasmoms,50.0,Neutral 😐
keriseavey,50.03,Neutral 😐
itsfrankiep,50.4,Neutral 😐
krogfreestyle,52.09,Neutral 😐
